average,median,maximum,minimum,peak,nonelevatedpeak,standarddeviation,standarddeviationpop,percentile15,percentile25,percentile50,percentile75,amplitude,variance,class
3017.9999999999823,761.4431346051547,1726596.0,1.681902152975941,0.1003976143141159,9.752645640488817,57210.30083822318,57241.79563875804,179.5535572760201,303.9019950426783,761.4431346051547,1641.8650490350983,1726594.318097847,3276623167.9493394,mRNA
3672.9999999999695,839.2038109924658,2531281.0,0.47506124389001725,0.0985570378437253,10.96963336036998,76756.24369391717,76791.60708841897,164.296516849503,304.44612013880356,839.2038109924658,1863.3238376543425,2531280.524938756,5896950919.222119,mRNA
6800.999999999998,1714.6213822625223,8755681.0,0.6676125563782175,0.10366122629025146,15.150931592382175,190311.44803190374,190356.45487846696,394.3945230670058,690.8137174926993,1714.6213822625223,3533.2563995832106,8755680.332387444,36235579913.89783,mRNA
6791.999999997145,1321.9166936312038,8156736.0,1.4945519393957716,0.08377502944644276,13.9635202200445,197335.62980870943,197393.45710073714,276.4316036102438,515.548973578583,1321.9166936312038,2681.14430395056,8156734.505448061,38964176906.18056,mRNA
2377.000000000244,567.5385856464106,1113025.0,1.893617156900475,0.10783901276117248,9.246054510805957,40094.36563907701,40120.460250130374,133.77314942045936,244.24528670571272,567.5385856464106,1248.4071135944228,1113023.106382843,1609651330.6822913,mRNA
5932.999999999695,1514.7615025556393,6416089.0,2.8643603216858926,0.09483678858363316,13.27854024650259,156081.34125512888,156127.59443180138,350.4047277399151,590.6610743501785,1514.7615025556393,3003.2119943998764,6416086.135639679,24375825743.061054,mRNA
6241.999999999679,1586.2316436847836,7300804.0,1.141026501691848,0.101409804549829,14.33381991874808,167460.7353680259,167504.84461029436,341.0523599698913,621.5457430952175,1586.2316436847836,3178.727156895472,7300802.858973498,28057872967.91886,mRNA
8852.999999996264,2035.517806519046,14115049.0,7.806578828340204,0.09706690763963584,16.54189117249023,277903.8598184631,277957.77462347486,490.84680670031446,821.0175795744326,2035.517806519046,4478.603654234525,14115041.193421172,77260524473.63446,mRNA
7644.000000002731,1885.0480360866497,10523536.0,2.2480865350548584,0.09397348683059611,15.02281394922129,226603.39105141387,226655.98554929084,424.0358441148125,767.5245965376224,1885.0480360866497,3810.074693917945,10523533.751913466,51372935785.320335,mRNA
4618.000000000016,1058.7416299350884,3888784.0,1.1871784591417776,0.09499061642846798,11.799449612346919,107127.55297307971,107168.27814199924,239.88891673825975,442.09471996518994,1058.7416299350884,2281.0688890104198,3888782.812821541,11485039839.920912,mRNA
5742.999999999926,1337.2677092385936,5968249.0,2.5551803711808954,0.0929827616228464,12.979824851510877,149033.83934529775,149080.37606441637,365.3094667651637,597.0997285880228,1337.2677092385936,2684.896685241525,5968246.444819629,22224958527.50781,mRNA
3759.0000000000164,1041.1137271306961,2524921.0,12.488983865706805,0.09568147556974331,10.316307239330886,76803.88113891121,76839.49620279564,224.71831730894866,443.6131006388255,1041.1137271306961,1838.9122973202595,2524908.511016134,5904308176.699444,mRNA
4777.9999999999745,1195.787601049229,4359744.0,2.231750499279608,0.10129761406446265,12.56611219002689,114345.18288935478,114384.57830237187,266.6149929793151,530.460419589056,1195.787601049229,2332.364493367164,4359741.768249501,13083831753.41144,mRNA
6497.999999999974,1674.6313143331786,7706176.0,1.2866803060804057,0.09849184364419862,14.129625331818016,175786.5682070163,175832.36384885278,371.3882189939555,675.2856856551468,1674.6313143331786,3440.9288922569735,7706174.713319694,30917020176.67535,mRNA
7665.000000000077,2075.5561036583144,11082241.0,5.686319798344236,0.10476190476190371,15.979445027320459,225708.80624379724,225755.66782558398,530.1497366931624,902.6874742523604,2075.5561036583144,4125.021967643851,11082235.313680202,50965621555.37542,mRNA
3476.0000000000405,740.3719614766836,2292196.0,4.959423723859132,0.09253931722286045,10.486026905000392,73724.13178871624,73762.36053475886,172.54220755808106,308.3442365617924,740.3719614766836,1408.797846249172,2292191.0405762764,5440885831.659751,mRNA
5953.999999999957,1481.6934047333598,7064964.0,1.949794948444186,0.10665099093046768,14.804254667939984,161794.54168172673,161837.02416681795,340.68175409403796,578.137367617228,1481.6934047333598,3069.7369311315115,7064962.050205052,26191222391.17122,mRNA
22625.99999999997,5488.484894539177,89756676.0,0.22040668935835075,0.09209169392144742,25.74525544055368,1135136.6375560258,1135227.4448548835,1319.4278368395885,2393.5023730647704,5488.484894539177,10640.628784032,89756675.7795933,1288741351551.7476,mRNA
5341.000000011739,1439.9544133605161,5212089.0,0.8154451190123344,0.10154153404458742,13.049280551300695,129156.62092204181,129196.33087560795,334.099913996331,588.488801244985,1439.9544133605161,2785.3317331542894,5212088.184554881,16691691911.719566,mRNA
3736.999999999991,846.9295534281733,2569609.0,0.8931798297455963,0.09321202390509344,10.539240999781475,79422.83140256333,79460.86005276856,209.17921855771272,390.6207967749969,846.9295534281733,1770.3518623408563,2569608.1068201703,6314028280.32567,mRNA
3373.000000002031,896.4283221133742,2076481.0,0.7396576587308802,0.09704516256541246,10.037126758897271,66205.96841675226,66239.70394424943,200.41314637602255,314.7145668378682,896.4283221133742,1695.2936307758687,2076480.2603423414,4387698378.621814,mRNA
2948.0000000000023,724.7054221095482,1547536.0,5.122159575158371,0.09497964721845312,9.169098307108756,53340.86862809791,53372.64752196739,183.5425951242553,296.9350863372131,724.7054221095482,1322.9017748445162,1547530.877840425,2848639503.504172,mRNA
2417.0000000024315,605.896213913234,1108809.0,2.2394781713461476,0.10026203282295802,8.767633138495047,41073.307682727456,41101.5853505747,124.53346638481153,240.14108170192117,605.896213913234,1222.2247239902003,1108806.7605218287,1689340318.330577,mRNA
2544.000000000006,563.1437148005043,1254400.0,4.08301932116718,0.09853249475890961,9.197874987670442,45691.76168632591,45722.172179999536,124.50120484355604,219.23130754139532,563.1437148005043,1110.408538210032,1254395.916980679,2090517028.8575232,mRNA
4578.000000000067,1184.3565546848567,4048144.0,1.4281688458186839,0.10630551914955429,12.65549473622335,105881.93781755224,105918.2173929933,279.2693790488652,480.1720405281059,1184.3565546848567,2408.7472203862408,4048142.571831154,11218668775.70939,mRNA
7417.000000000025,1831.33231212943,10156969.0,1.2793305569540412,0.09720911419711442,15.142184970748774,218300.69423618424,218351.17422165172,470.9089582779353,779.7764826217831,1831.33231212943,3744.567723112143,10156967.720669443,47677235283.9741,mRNA
5919.999999999994,1589.35561286061,6635776.0,1.2541482616367836,0.10450450450450462,14.108867973857857,153959.25619461792,154000.74905514612,368.04524922627184,661.6032715479679,1589.35561286061,3092.096620420129,6635774.745851738,23716230709.546093,mRNA
5030.000000000032,1138.6498274915562,4613904.0,5.764251655103514,0.09350563286944936,12.201570366371405,122754.75167177846,122798.27401020385,304.4310747089381,515.9970869102243,1138.6498274915562,2261.9306312860463,4613898.235748345,15079416099.885107,mRNA
3058.000000000493,740.9521175701175,1827904.0,2.916989623858386,0.10235448005230528,10.245581046738717,59597.12535013748,59628.88507813123,152.4856215575249,314.1498124882324,740.9521175701175,1527.049136585042,1827901.0830103762,3555603935.6609807,mRNA
7817.999999968579,1987.0143162014767,11546404.0,11.520916678536667,0.10279696427090006,16.16576712847778,235064.48528435788,235113.24879183905,439.4289770678208,845.6598159889552,1987.0143162014767,4224.082063378964,11546392.479083322,55278239757.45321,mRNA
3378.999999999999,800.4944698256897,2093809.0,0.6052979005771616,0.09864851533984416,10.143355761772964,66152.18371301131,66185.28463262739,209.38223120643607,351.7436767540432,800.4944698256897,1884.1677857053091,2093808.3947020995,4380491901.901902,mRNA
5279.999999999999,1453.5091347454036,5280804.0,1.844081211947562,0.10795454545454547,13.344108416970657,127632.95828272573,127670.29423738792,361.5480339850971,619.3398850450191,1453.5091347454036,3213.0735995985865,5280802.155918788,16299704030.661205,mRNA
12185.000000019389,3038.2867873504088,26450449.0,2.935104605535449,0.09662152920241772,19.100402295223166,444957.6835587852,445020.68641694996,762.82217510636,1329.4478286501553,3038.2867873504088,6429.866461684091,26450446.064895395,198043411339.01334,mRNA
5391.0000000000055,1399.7239981791433,4870849.0,0.37375255068468444,0.09126321647189752,11.821998563969194,126708.12554055086,126751.07016999628,321.7336924800055,542.3282286473388,1399.7239981791433,2794.6225891172735,4870848.62624745,16065833789.239323,mRNA
2679.0000000000273,657.7580740577879,1361889.0,4.56891594489015,0.09593131765584076,8.996927131552017,48990.3084089088,49022.109975652165,162.64382955956486,294.02244076299775,657.7580740577879,1263.190774022588,1361884.4310840552,2403167266.4649353,mRNA
1133.0000000000043,249.52630125047116,227529.0,0.9132470561143778,0.09090909090909056,5.433234686415649,12907.683758134146,12928.620809620841,52.81700391360694,112.87852550238219,249.52630125047116,582.9004032523192,227528.0867529439,167149236.03896105,mRNA
38376.00000000164,9684.512340986797,267584164.0,0.8581290150146867,0.09818636647904522,35.02739263040575,2516661.3672784823,2516772.691958044,2290.5525551936107,4002.1049370300257,9684.512340986797,19901.60208049228,267584163.14187098,6334144782985.739,mRNA
3499.0000000000073,966.7291704951846,2295225.0,1.8666105832836115,0.10031437553586718,10.486306781395514,70672.42997095828,70706.01155041147,224.96360459027386,375.0564269667822,966.7291704951846,1746.6544834859699,2295223.1333894166,4999340069.36692,mRNA
4625.000000000031,1110.7931370056062,3690241.0,1.201913507752289,0.09297297297297236,11.255950473725566,102675.61311236474,102715.43301423494,278.4608331667203,455.8855074039287,1110.7931370056062,2376.5468960839767,3690239.7980864923,10550460179.301785,mRNA
6855.000000000008,1664.554936450309,7879249.0,6.045140090210413,0.08898614150255277,13.352221156934677,184101.0695406194,184151.39100378164,373.37891188105084,667.6389193620291,1664.554936450309,3333.7368656041995,7879242.95485991,33911734808.627666,mRNA
2943.000000000003,602.8811407206895,1485961.0,0.18367973524762513,0.0835881753312945,8.643339370333033,54640.68160263011,54677.73869851582,167.30677119962402,282.72111487214306,602.8811407206895,1253.6099724758149,1485960.8163202647,2989655109.183175,mRNA
1617.000000000001,286.84902533453925,450241.0,1.0953606653043073,0.08286951144093997,6.414997404055376,22412.487992188635,22440.41633697019,71.71502435786519,121.29071082609902,286.84902533453925,638.515238954669,450239.9046393347,503572285.3765586,mRNA
18532.99999998763,4350.765466063441,63441225.0,0.23675823556262993,0.09340096044899128,24.303043062568957,880232.6467996971,880317.4108854826,975.0285408620127,1771.092347892048,4350.765466063441,8432.545004465794,63441224.76324177,774958743908.1196,mRNA
6836.9999999999945,1759.4545797035382,8415801.0,6.322752074260767,0.09741114523914005,14.413104600216032,188197.50169967726,188244.6158578066,376.09239749300616,717.0805200091239,1759.4545797035382,3731.8444340847564,8415794.677247927,35436035399.45318,mRNA
4215.000000000015,1139.502074052832,3374569.0,0.08486864058490903,0.10438908659549193,11.797173389873109,92819.14548195322,92854.32423837337,262.5380798607604,469.8595695603471,1139.502074052832,2260.328998198488,3374568.9151313594,8621925529.764973,mRNA
1817.9999999998486,486.69012909173256,749956.0,1.8814397296764864,0.12486248624863526,9.19673607721355,28700.421355791972,28721.516853940295,123.3132311785215,177.0024015927263,486.69012909173256,1003.3130756473969,749954.1185602703,824925530.3911765,mRNA
4571.999999999963,1103.032961717332,4016016.0,2.402431182502731,0.10323709536308046,12.643827877800588,106659.78800841488,106697.47032296567,200.00000000000003,405.47786117247017,1103.032961717332,2414.658328414259,4016013.5975688174,11384350173.32014,mRNA
3060.0000000000086,776.6907350939665,1710864.0,1.7601137905689745,0.09803921568627423,9.486450398815045,56969.779760852165,57001.45603784008,220.19636682829403,342.098038243165,776.6907350939665,1676.187513422841,1710862.2398862094,3249165990.4338155,mRNA
6036.000000000016,1513.176612428314,6270016.0,1.4416116292265506,0.09261100066269028,12.883490209218369,153033.88954084646,153079.53723449132,349.3214524395342,642.5887477830165,1513.176612428314,2889.4804336490447,6270014.558388371,23433344719.926014,mRNA
4925.999999999983,1124.7527727483714,4562496.0,0.9987308512758893,0.09473541751251895,12.435381341690988,121862.89650258604,121906.4422951149,246.9019820444961,439.9961487460888,1124.7527727483714,2314.167621886268,4562495.001269149,14861180673.05218,mRNA
2974.999999999983,660.9765995886664,1819801.0,2.498986059050019,0.10621848739495858,10.59387982612569,59050.20829768511,59081.37758372878,159.77772646611277,270.20808351954037,660.9765995886664,1520.4243308172638,1819798.501013941,3490609177.1911297,mRNA
8154.0000000000255,1995.8113993599022,12816400.0,2.700412765463147,0.1017905322541081,16.8316189756659,256767.88312014414,256819.45847129603,420.8318645237383,817.9605924413164,1995.8113993599022,4055.8551884068124,12816397.299587235,65956234249.48975,mRNA
6011.000000030526,1503.608158406937,6395841.0,2.2039328961236966,0.09477069816399494,13.18047739051879,154633.998105203,154679.25904517568,338.54158079119134,590.6093501255211,1503.608158406937,3218.766819167844,6395838.796067104,23925673178.76456,mRNA
3033.0,588.0361082803735,1570009.0,1.0,0.08044840092317837,8.728045363967784,57968.72881131688,58008.365553596894,175.36108981771403,292.5721573598192,588.0361082803735,1099.1409828950477,1570008.0,3364970474.1997266,mRNA
5227.0000000002,1174.2352798156203,4986289.0,1.6383891115517326,0.09603979338052053,12.801078174337274,128424.7776793871,128467.43663345496,267.5318531441853,461.0968642719904,1174.2352798156203,2598.6885648156567,4986287.3616108885,16503882275.170765,mRNA
10830.0,2591.5201383049853,21455424.0,5.6054930710738,0.09482917820867959,18.291951276870797,386430.95117498026,386493.6783811681,554.5759182889955,1002.9221818785963,2591.5201383049853,5461.473883634413,21455418.394506928,149377363428.60583,mRNA
1660.999999999999,299.91538647659075,502681.0,0.028628945182098475,0.08428657435279957,6.738032635791076,24480.9412400749,24510.137364034064,87.86499065536242,138.58770299944078,299.91538647659075,679.2427646706894,502680.9713710548,600746833.6038187,mRNA
4370.000000013582,1108.3956945787152,3594816.0,0.8694297531720915,0.09923722349320796,11.78255241222596,99595.52846388218,99633.82707266703,268.71171077475736,445.878228664542,1108.3956945787152,2179.2887615032537,3594815.130570247,9926899497.146118,mRNA
7872.000000001987,1792.1831223527079,10679824.0,0.26382071588936934,0.08968495934957085,14.77886039756311,231974.66512099977,232029.44718933248,454.54626809190654,732.7375758043353,1792.1831223527079,3726.482967326537,10679823.736179285,53837664362.987236,mRNA
4004.9999999999864,991.6707650818742,2819041.0,0.5443929194845014,0.0958801498127344,10.722581037089236,82994.52596406585,83030.57136249232,235.57900203209553,390.9352713919579,991.6707650818742,2090.223705853231,2819040.4556070804,6894075780.781929,mRNA
6236.000000000001,1367.0709431539713,6990736.0,0.33574291222713903,0.0974983964079538,14.095241104070862,163623.3644807489,163668.23582794666,310.89962713006673,576.3932290698764,1367.0709431539713,3030.269364820512,6990735.664257088,26787291419.032364,mRNA
6446.00000000465,1498.595394970744,7150276.0,2.933066014812769,0.0929258454855054,13.668208560221268,168617.47365560904,168664.40962691628,334.55820791172766,614.4507525113024,1498.595394970744,3049.2583170674307,7150273.066933985,28447683074.796215,mRNA
7215.000000000017,2017.5385847884709,9381969.0,2.8806903072572805,0.10187110187110163,14.959041107303138,199722.4377730254,199767.7417177553,468.45179660078213,788.0709704026115,2017.5385847884709,4059.629754495339,9381966.119309694,39907150631.011795,mRNA
4814.999999999987,1250.4456941702626,4239481.0,0.5538440084605506,0.09885773624091407,12.187076986087877,112122.01810527671,112161.29714592999,245.56956305883017,509.09614725754017,1250.4456941702626,2555.4881230182827,4239480.446155991,12580156577.457603,mRNA
9357.999999997126,1712.9410996351585,15116544.0,0.007024319705160596,0.0810002137209054,16.210105226453255,316906.4436927719,316976.14707944856,405.35792981521234,733.8043109683831,1712.9410996351585,3606.8629852816216,15116543.99297568,100473877817.3322,mRNA
