average,median,maximum,minimum,peak,nonelevatedpeak,standarddeviation,standarddeviationpop,percentile15,percentile25,percentile50,percentile75,amplitude,variance,class
1234.9999999999986,345.6463335807979,308025.0,1.0,0.1133603238866398,6.666449160363878,14996.262667744919,15014.147304592743,69.39950050357339,130.10548734853086,345.6463335807979,713.6120232237342,308024.0,225424619.28400955,lncRNA
841.9999999999995,259.1431184542694,138384.0,0.773791594466682,0.10886777513855905,5.208286303176176,8316.643193019645,8331.805727381798,55.55595769072021,85.23341013370802,259.1431184542694,486.14935759816876,138383.22620840554,69418986.67883211,lncRNA
1522.0,362.8240316810487,443556.0,0.8722184009481023,0.09811651335961455,6.846868760038731,20914.552732487493,20937.93401729864,83.72529745291425,134.69286345392976,362.8240316810487,685.3729578030586,443555.12778159906,438397080.9127517,lncRNA
632.0000000000175,172.04625459680506,80656.0,4.41899199639782,0.11286919831223315,4.697364059826614,5491.147785299536,5504.022709855977,40.65122058867086,62.696919148552475,172.04625459680506,337.7432645323953,80651.5810080036,30294265.99061033,lncRNA
625.9999999999989,158.72292847286835,72900.0,0.3631877301697654,0.11022364217252416,4.404798053852807,5045.610963996333,5057.842766101171,42.305690184659355,82.91943331841046,158.72292847286835,344.7163271503079,72899.63681226983,25581773.446601942,lncRNA
949.9999999999939,243.8382759197037,163216.0,1.7459086300748512,0.10631578947368489,5.286245981935212,9348.748472389232,9364.213740979803,78.04740900988901,135.9518173672434,243.8382759197037,451.8609785331652,163214.25409136992,87688498.98675495,lncRNA
1371.0000000000064,385.92054815838503,373321.0,0.27743275866044137,0.11427182105519032,7.005297094299223,17186.544446164855,17204.8572318034,94.48844597192843,152.97570788050928,385.92054815838503,789.6563378907568,373320.72256724135,296007112.3667377,lncRNA
1246.9999999999893,355.9233753897276,297025.0,2.5488890147939482,0.10799251537022278,6.287479223333564,14742.708570679944,14760.988439537468,99.56252737648703,152.25211335980666,355.9233753897276,732.6344409585795,297022.4511109852,217886779.7121588,lncRNA
714.9999999999989,215.22538278047207,96721.0,3.0050027812661235,0.1072261072261074,4.684876752112023,6352.492581656433,6366.347543767536,46.80676503947374,68.76502970760934,215.22538278047207,385.5194350276265,96717.99499721873,40530381.048034936,lncRNA
1454.999999999998,474.54491289064276,416025.0,0.7842752483942272,0.11454753722794975,7.111813647564765,18568.237611577464,18586.833748047437,98.71533206810899,181.5573637889705,474.54491289064276,841.3495763954265,416024.2157247516,345470388.7775551,lncRNA
625.9999999999991,179.6945566824206,78400.0,1.349262601375288,0.11554845580404702,4.676900749718234,5299.051424547605,5311.303582925759,31.995683292605925,69.18941636532904,179.6945566824206,375.39531831073487,78398.65073739862,28209945.75,lncRNA
636.0,165.52647976202513,80656.0,3.016022290595564,0.10744234800838574,4.542549041927566,5608.56666181298,5622.296343707844,39.680994198664784,62.061883756007,165.52647976202513,349.5523801935904,80652.9839777094,31610216.17647059,lncRNA
1104.9999999999966,305.0878539407618,233289.0,1.3299404814185196,0.11372549019607879,6.173438835820281,11989.087204620706,12005.019553450273,68.73961962670717,126.4239517776851,305.0878539407618,706.1264698173422,233287.67005951857,144120494.4787234,lncRNA
