average,median,maximum,minimum,peak,nonelevatedpeak,standarddeviation,standarddeviationpop,percentile15,percentile25,percentile50,percentile75,amplitude,variance,class
659.0000000000001,432.062716292117,4055.7389477295633,0.13492561329284788,0.21244309559939298,6.302397961438412,734.1607453412367,735.0363100475416,71.4427816085534,182.8167715484276,432.062716292117,839.8732477901611,4055.6040221162702,540278.3770883058,lncRNA
422.75000000000006,200.64915002931284,3015.046928531878,2.25,0.2168342203824167,5.263597836129525,526.9469849994398,527.9076913303056,49.072194134698094,94.44025007384738,200.64915002931284,541.3651826453511,3012.796928531878,278686.5305656933,lncRNA
636.0000000000007,379.09442764285063,5261.034540692172,0.5977360526920268,0.23480083857442324,6.866058320029078,757.9934036652301,758.8407973380836,78.31853909374158,158.7819616910778,379.09442764285063,799.2217116294793,5260.43680463948,575839.3557046985,lncRNA
353.50000000002416,205.01077216219755,2037.6263892628099,0.12869490880695716,0.201791607732188,4.495512771413467,437.99001130165556,439.0169529489155,47.5127593178429,84.45141017278804,205.01077216219755,367.3786070350987,2037.497694354003,192735.8849765503,lncRNA
309.7499999999989,234.5700642696196,1719.3553813799554,1.8838763841622284,0.2227602905569015,4.389449916227337,319.09696802069334,319.87053756319955,65.11265566444409,106.02169402350174,234.5700642696196,378.73700574690884,1717.471504995793,102317.16080097025,lncRNA
437.74999999999164,268.83910256734987,2648.4969206996343,2.8674786861305654,0.23072529982867374,5.455502427948286,465.9043625037143,466.67508985025904,78.39406782198056,149.09819972791757,268.83910256734987,580.7077009338142,2645.6294420135036,217785.63948674736,lncRNA
787.5000000000067,445.41811006277896,5960.551485602096,2.062425977140371,0.19894179894179723,6.6099970572871936,975.3938947932866,976.43320664358,84.27598411941968,141.59762909019125,445.41811006277896,1049.2874020821716,5958.489059624956,953421.8070362642,lncRNA
622.9999999999884,422.91654169101673,4998.951006707022,0.34673975709759575,0.21615837346174827,6.169721714554641,682.8213529174282,683.668000921396,96.35829735201027,152.39884183859436,422.91654169101673,877.7824082191527,4998.604266949925,467401.935483858,lncRNA
359.49999999999875,261.3367739407315,1887.7324130630564,0.35998586515990055,0.21325915623551303,4.593371421266216,358.42049327570385,359.20221828999473,55.22376095189843,88.57564059258236,261.3367739407315,510.4632137258964,1887.3724271978965,129026.23362445302,lncRNA
815.0,562.0170049012656,4274.317778775088,9.28017492059915,0.20449897750511245,6.6078695111013985,807.8223814676094,808.6314176057458,133.62279389890796,207.36615759367584,562.0170049012656,1104.33894440848,4265.037603854489,653884.769539078,lncRNA
332.24999999999915,242.83429046747727,1400.0845739362123,2.299970946821283,0.21770754953599253,4.454419523055473,322.77314014644986,323.5194374205183,62.84293394025164,110.84824675792784,242.83429046747727,417.67850389213174,1397.784602989391,104664.82638888864,lncRNA
325.2500000000012,210.2942435922412,2166.8348742339017,2.6471042630900317,0.21009479887266128,4.338537920192231,363.0712739945166,363.96006669284503,54.00077662656498,85.16949381319371,210.2942435922412,413.4537668817424,2164.1877699708116,132466.93014706022,lncRNA
582.2499999999975,402.7261791600931,4907.926552920242,0.6601452066468104,0.21582939745241256,5.978937640112842,689.2427003603269,690.1586379077776,87.34125761539892,155.80871392173958,402.7261791600931,727.6092866160361,4907.266407713595,476318.94547871884,lncRNA
335.24999999999994,173.03784633570524,4268.711346420421,0.37039389088001823,0.2197365150385285,4.8287723826266005,540.0516179033259,541.2776163435408,40.85936679607843,82.4386424858925,173.03784633570524,413.0608236357743,4268.340952529541,292981.4579545453,lncRNA
393.74999999997743,247.04367077514587,1878.0356465485488,2.499001946057245,0.22941798941800257,5.16041649966214,388.8249927666477,389.5443735718244,66.44615979006443,106.69082868235924,247.04367077514587,639.4187301919994,1875.5366446024916,151744.81898146507,lncRNA
517.5000000000523,267.04707852196685,4146.854909629702,0.6242745398247839,0.24605475040255162,6.7051329009540055,664.4074427639282,665.2787971616552,37.966074636874716,101.48103733304868,267.04707852196685,694.0779926608017,4146.230635089877,442595.87795285875,lncRNA
